"Recipient WHO Region","Core capacity","Core capacity code","Total disbursed (nominal USD)","Year"
afro,Zoonotic Disease,P.4,76395722.18213996,2012.0
wpro,Immunization,P.7,45254279.98652886,2012.0
searo,Point of Entry (PoE),PoE,113604.02603769256,2012.0
euro,Zoonotic Disease,P.4,3793744.8977441364,2012.0
euro,Food Safety,P.5,1167995.455900175,2012.0
searo,Medical Countermeasures and Personnel Deployment,R.4,335966.8848669938,2012.0
afro,Radiation Emergencies,RE,5153102.0,2012.0
,National Laboratory System,D.1,130598475.03895015,2012.0
emro,Antimicrobial Resistance (AMR),P.3,7334058.0,2012.0
amro,Radiation Emergencies,RE,26925.496000734896,2012.0
afro,Immunization,P.7,989495430.7486645,2012.0
afro,Reporting,D.3,976754113.4198315,2012.0
amro,Linking Public Health and Security Authorities,R.3,3011175.58,2012.0
wpro,Preparedness,R.1,3334604.958363188,2012.0
wpro,Antimicrobial Resistance (AMR),P.3,4127426.4091466987,2012.0
searo,Antimicrobial Resistance (AMR),P.3,45167413.029635146,2012.0
,Reporting,D.3,426003764.2637963,2012.0
emro,National Laboratory System,D.1,31144511.699009623,2012.0
euro,Immunization,P.7,24582322.13111489,2012.0
wpro,Food Safety,P.5,7199411.73896089,2012.0
afro,Biosafety and Biosecurity,P.6,4361891.28240173,2012.0
,Biosafety and Biosecurity,P.6,2500000.0,2012.0
searo,Linking Public Health and Security Authorities,R.3,2402147.4841771773,2012.0
afro,"National Legislation, Policy, and Financing",P.1,357535082.71438205,2012.0
amro,Preparedness,R.1,1187118.6256800536,2012.0
,Preparedness,R.1,7333234.143700274,2012.0
euro,Workforce Development,D.4,16908541.302125417,2012.0
euro,Preparedness,R.1,1410513.9727714895,2012.0
,"National Legislation, Policy, and Financing",P.1,229523135.17457902,2012.0
amro,Biosafety and Biosecurity,P.6,1890949.8304295,2012.0
searo,Reporting,D.3,224050745.939534,2012.0
amro,Immunization,P.7,51491717.50280649,2012.0
emro,Reporting,D.3,132869471.49377413,2012.0
afro,Linking Public Health and Security Authorities,R.3,1947246.8224323345,2012.0
,Real Time Surveillance,D.2,62433373.54689987,2012.0
wpro,National Laboratory System,D.1,9469629.344251037,2012.0
emro,Biosafety and Biosecurity,P.6,730769.2307692308,2012.0
searo,Biosafety and Biosecurity,P.6,482718.245333643,2012.0
afro,Medical Countermeasures and Personnel Deployment,R.4,62054619.698129736,2012.0
searo,Food Safety,P.5,10811594.28767912,2012.0
amro,"National Legislation, Policy, and Financing",P.1,125335061.53101546,2012.0
emro,Workforce Development,D.4,51380138.85990155,2012.0
amro,Food Safety,P.5,11072472.002679398,2012.0
searo,Preparedness,R.1,11150224.617272798,2012.0
wpro,Workforce Development,D.4,76939453.58915004,2012.0
,Food Safety,P.5,12216542.099623177,2012.0
,Point of Entry (PoE),PoE,13809867.734991588,2012.0
amro,Workforce Development,D.4,96711985.66546099,2012.0
emro,Food Safety,P.5,12556107.236973787,2012.0
searo,Immunization,P.7,257412277.4158942,2012.0
searo,Workforce Development,D.4,115592590.13213493,2012.0
wpro,Zoonotic Disease,P.4,8864451.319034746,2012.0
wpro,Point of Entry (PoE),PoE,17534973.929966737,2012.0
emro,Immunization,P.7,367208770.5294993,2012.0
euro,Reporting,D.3,38268100.8857345,2012.0
searo,Point of Entry (PoE),PoE,2369498.5511550196,2013.0
euro,Preparedness,R.1,737014.5063836789,2013.0
searo,Immunization,P.7,312482296.6663013,2013.0
afro,Preparedness,R.1,54684776.9690738,2013.0
amro,Preparedness,R.1,2363322.057757204,2013.0
,Preparedness,R.1,29269625.896678954,2013.0
searo,Preparedness,R.1,24854104.549973223,2013.0
wpro,Immunization,P.7,120866720.98639265,2013.0
wpro,Preparedness,R.1,18563481.000845462,2013.0
amro,Zoonotic Disease,P.4,9213511.07303592,2013.0
afro,Antimicrobial Resistance (AMR),P.3,42441886.808626205,2013.0
emro,Preparedness,R.1,9333726.233969374,2013.0
amro,Medical Countermeasures and Personnel Deployment,R.4,2334746.3390098694,2013.0
emro,Medical Countermeasures and Personnel Deployment,R.4,24214.33567731573,2013.0
afro,National Laboratory System,D.1,490507299.5713501,2013.0
emro,National Laboratory System,D.1,41938644.29145465,2013.0
euro,Medical Countermeasures and Personnel Deployment,R.4,3932064.3299999996,2013.0
wpro,Zoonotic Disease,P.4,11780329.494610323,2013.0
searo,Zoonotic Disease,P.4,14077434.6683523,2013.0
emro,Zoonotic Disease,P.4,25004344.183610864,2013.0
wpro,National Laboratory System,D.1,43145474.18631775,2013.0
afro,Zoonotic Disease,P.4,88678272.99451607,2013.0
,Zoonotic Disease,P.4,115051925.23097527,2013.0
wpro,Antimicrobial Resistance (AMR),P.3,12405521.17277981,2013.0
amro,Antimicrobial Resistance (AMR),P.3,11942762.870000001,2013.0
,Medical Countermeasures and Personnel Deployment,R.4,18300963.993624248,2013.0
emro,Antimicrobial Resistance (AMR),P.3,5291785.813387202,2013.0
euro,National Laboratory System,D.1,31623075.642633893,2013.0
afro,"National Legislation, Policy, and Financing",P.1,694396629.8904437,2013.0
searo,Biosafety and Biosecurity,P.6,29756408.96938122,2013.0
,Biosafety and Biosecurity,P.6,27237691,2013.0
amro,Biosafety and Biosecurity,P.6,2237114.4954453,2013.0
emro,"National Legislation, Policy, and Financing",P.1,266982487.7513544,2013.0
,"National Legislation, Policy, and Financing",P.1,232424658.6892812,2013.0
euro,Workforce Development,D.4,20989162.743416864,2013.0
emro,Biosafety and Biosecurity,P.6,1310684.2007692307,2013.0
emro,Workforce Development,D.4,76215355.24188161,2013.0
amro,Workforce Development,D.4,113582549.60066205,2013.0
wpro,Workforce Development,D.4,187507486.95062214,2013.0
searo,Workforce Development,D.4,189903430.58537683,2013.0
amro,"National Legislation, Policy, and Financing",P.1,79629650.08902279,2013.0
wpro,"National Legislation, Policy, and Financing",P.1,78943944.71688533,2013.0
afro,Medical Countermeasures and Personnel Deployment,R.4,143688512.93217617,2013.0
,Workforce Development,D.4,734829064.8770458,2013.0
searo,"National Legislation, Policy, and Financing",P.1,62784497.03044179,2013.0
afro,Workforce Development,D.4,1235540061.8778737,2013.0
euro,"National Legislation, Policy, and Financing",P.1,51115981.18742366,2013.0
afro,Chemical Events,CE,203637.36385018483,2013.0
afro,Emergency Response Operations,R.2,285887214.3422896,2013.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,226080.68351303702,2013.0
emro,Emergency Response Operations,R.2,51588837.907102376,2013.0
amro,Emergency Response Operations,R.2,50146763.155908324,2013.0
euro,Unspecified,Unspecified,262791183.7731116,2013.0
,Emergency Response Operations,R.2,41509817.323369294,2013.0
searo,Emergency Response Operations,R.2,32353054.25806675,2013.0
wpro,Emergency Response Operations,R.2,19912044.706629645,2013.0
emro,Unspecified,Unspecified,630240112.780831,2013.0
wpro,Unspecified,Unspecified,697496839.259664,2013.0
amro,Unspecified,Unspecified,744340592.2391881,2013.0
euro,Linking Public Health and Security Authorities,R.3,14262.574574042817,2013.0
euro,Emergency Response Operations,R.2,12837214.781037608,2013.0
searo,Unspecified,Unspecified,1199454859.5239308,2013.0
,Unspecified,Unspecified,2965563888.0600944,2013.0
wpro,Linking Public Health and Security Authorities,R.3,207110.10166566566,2013.0
afro,Unspecified,Unspecified,4894367392.623922,2013.0
amro,National Laboratory System,D.1,61130497.903702244,2013.0
emro,Linking Public Health and Security Authorities,R.3,278600.7487692308,2013.0
searo,Medical Countermeasures and Personnel Deployment,R.4,359084.1861069472,2013.0
emro,Risk Communication,R.5,460867.4882004714,2013.0
wpro,Risk Communication,R.5,2779036.154726528,2013.0
searo,Risk Communication,R.5,21472786.31988202,2013.0
,Risk Communication,R.5,31587858.02,2013.0
euro,Antimicrobial Resistance (AMR),P.3,39323507.29000001,2013.0
afro,Point of Entry (PoE),PoE,50182175.61636342,2013.0
searo,National Laboratory System,D.1,62081933.95077751,2013.0
afro,Risk Communication,R.5,104100411.99769238,2013.0
afro,Food Safety,P.5,158109060.39592016,2013.0
,Linking Public Health and Security Authorities,R.3,538121.28,2013.0
amro,Food Safety,P.5,36616138.22828994,2013.0
,Food Safety,P.5,32260249.15207908,2013.0
wpro,Food Safety,P.5,17731532.355439458,2013.0
,Point of Entry (PoE),PoE,21525828.011585284,2013.0
amro,Reporting,D.3,34645440.091729835,2013.0
wpro,Reporting,D.3,42644867.588550754,2013.0
euro,Reporting,D.3,42927736.70619934,2013.0
searo,Food Safety,P.5,14688051.885801354,2013.0
wpro,Point of Entry (PoE),PoE,12871917.92072821,2013.0
amro,Point of Entry (PoE),PoE,11466640.225706207,2013.0
afro,Linking Public Health and Security Authorities,R.3,2087051.116141496,2013.0
emro,Reporting,D.3,136749730.19556552,2013.0
euro,Point of Entry (PoE),PoE,8498033.495142382,2013.0
searo,Linking Public Health and Security Authorities,R.3,2448743.8535915962,2013.0
searo,Reporting,D.3,290249754.14660954,2013.0
searo,Antimicrobial Resistance (AMR),P.3,68180995.5876912,2013.0
,Reporting,D.3,855695221.1423463,2013.0
afro,Reporting,D.3,1141151542.5752845,2013.0
euro,Food Safety,P.5,2553159.6331583983,2013.0
emro,Food Safety,P.5,1307322.1841014093,2013.0
,General IHR Implementation,General IHR,200636134.59555554,2013.0
afro,Immunization,P.7,1576244939.3148818,2013.0
amro,Linking Public Health and Security Authorities,R.3,9337009.657489594,2013.0
euro,Real Time Surveillance,D.2,38922142.83409139,2013.0
emro,Immunization,P.7,453791963.5737995,2013.0
amro,Real Time Surveillance,D.2,82402471.19686797,2013.0
,Antimicrobial Resistance (AMR),P.3,63286878.21388637,2013.0
euro,Immunization,P.7,28167166.842583653,2013.0
,National Laboratory System,D.1,185356970.1577401,2013.0
euro,Zoonotic Disease,P.4,2535534.9296036763,2013.0
emro,Real Time Surveillance,D.2,100392669.43000773,2013.0
wpro,Real Time Surveillance,D.2,126755942.43921141,2013.0
,Real Time Surveillance,D.2,144525328.0841562,2013.0
searo,Real Time Surveillance,D.2,314645982.5918676,2013.0
afro,Real Time Surveillance,D.2,665439364.9428124,2013.0
amro,Immunization,P.7,49071661.67868824,2013.0
emro,Point of Entry (PoE),PoE,536765.8590277709,2013.0
,Radiation Emergencies,RE,146038.19506034753,2013.0
euro,Radiation Emergencies,RE,146641.65867629935,2013.0
,Immunization,P.7,665452769.753568,2013.0
amro,Radiation Emergencies,RE,210372.09602628322,2013.0
afro,Radiation Emergencies,RE,1390136.3087798958,2013.0
wpro,Reporting,D.3,25300327.694772385,2014.0
wpro,Preparedness,R.1,1541631.1176554076,2014.0
wpro,Real Time Surveillance,D.2,90963747.73973803,2014.0
afro,Preparedness,R.1,77516446.169655,2014.0
amro,Point of Entry (PoE),PoE,20665323.458871856,2014.0
amro,Reporting,D.3,37525115.30299076,2014.0
euro,Biosafety and Biosecurity,P.6,123700.0,2014.0
searo,Workforce Development,D.4,230718375.32081568,2014.0
,Food Safety,P.5,16428208.723943578,2014.0
searo,National Laboratory System,D.1,58943680.51950619,2014.0
,Immunization,P.7,686940062.5058715,2014.0
afro,Medical Countermeasures and Personnel Deployment,R.4,134135508.45909055,2014.0
afro,Antimicrobial Resistance (AMR),P.3,52335997.868377246,2014.0
amro,Real Time Surveillance,D.2,107292439.54693305,2014.0
amro,National Laboratory System,D.1,65643314.92875964,2014.0
,Linking Public Health and Security Authorities,R.3,1548081.0447574835,2014.0
amro,Food Safety,P.5,14205112.261250896,2014.0
wpro,National Laboratory System,D.1,30240341.468299888,2014.0
amro,Workforce Development,D.4,80624710.20104876,2014.0
searo,Medical Countermeasures and Personnel Deployment,R.4,147672.5523128211,2014.0
wpro,Workforce Development,D.4,77911184.65220305,2014.0
emro,Immunization,P.7,344104304.1189817,2014.0
emro,Workforce Development,D.4,70515795.38825099,2014.0
,Real Time Surveillance,D.2,138558890.3963381,2014.0
,"National Legislation, Policy, and Financing",P.1,129801566.01735716,2014.0
emro,Reporting,D.3,104202102.66183373,2014.0
amro,Biosafety and Biosecurity,P.6,774900.9238547999,2014.0
euro,Workforce Development,D.4,26506573.370141473,2014.0
afro,Biosafety and Biosecurity,P.6,1771542.3089148744,2014.0
emro,Point of Entry (PoE),PoE,1166365.875080166,2014.0
euro,Medical Countermeasures and Personnel Deployment,R.4,1788613.88,2014.0
,Medical Countermeasures and Personnel Deployment,R.4,30853841.094838224,2014.0
searo,Reporting,D.3,258343661.04021925,2014.0
emro,Biosafety and Biosecurity,P.6,2373583.1247401014,2014.0
wpro,Immunization,P.7,78402732.6769406,2014.0
searo,Real Time Surveillance,D.2,152242317.54432383,2014.0
,Biosafety and Biosecurity,P.6,16748355.353686202,2014.0
euro,Immunization,P.7,38506887.008165814,2014.0
searo,Linking Public Health and Security Authorities,R.3,2520369.3753741574,2014.0
wpro,Food Safety,P.5,6738343.356681497,2014.0
wpro,Point of Entry (PoE),PoE,7205003.4491456095,2014.0
euro,Zoonotic Disease,P.4,2677420.1071147225,2014.0
searo,Biosafety and Biosecurity,P.6,29577500,2014.0
,Reporting,D.3,544495344.4104173,2014.0
searo,Food Safety,P.5,5580400.003919774,2014.0
searo,Radiation Emergencies,RE,1136652.0,2014.0
afro,"National Legislation, Policy, and Financing",P.1,752348330.2402499,2014.0
emro,Antimicrobial Resistance (AMR),P.3,4262413.456613215,2014.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,716886.248,2014.0
afro,Reporting,D.3,993672636.698067,2014.0
searo,Immunization,P.7,239667172.86998877,2014.0
emro,Preparedness,R.1,27849265.158484835,2014.0
emro,Food Safety,P.5,2006194.7854945161,2014.0
amro,Antimicrobial Resistance (AMR),P.3,9420157.172608638,2014.0
afro,Linking Public Health and Security Authorities,R.3,6370971.199103594,2014.0
amro,Immunization,P.7,54994912.60003051,2014.0
afro,Zoonotic Disease,P.4,182172429.48656362,2014.0
euro,Point of Entry (PoE),PoE,4651370.219592534,2014.0
euro,Food Safety,P.5,692417.4475204058,2014.0
,National Laboratory System,D.1,182124189.0228729,2014.0
amro,Linking Public Health and Security Authorities,R.3,8503187.23,2014.0
,Zoonotic Disease,P.4,64354215.925079644,2014.0
afro,Real Time Surveillance,D.2,578714594.513236,2014.0
euro,Emergency Response Operations,R.2,12961783.086893767,2014.0
,General IHR Implementation,General IHR,200534956.48888886,2014.0
emro,Unspecified,Unspecified,630033211.0109218,2014.0
euro,Linking Public Health and Security Authorities,R.3,9452.36248515762,2014.0
searo,Unspecified,Unspecified,764524167.9411424,2014.0
,Antimicrobial Resistance (AMR),P.3,90333282.90511537,2014.0
searo,Zoonotic Disease,P.4,18442059.81078353,2014.0
afro,"IHR Coordination, Communicaton and Advocacy",P.2,95110.0,2014.0
euro,National Laboratory System,D.1,24231909.99454413,2014.0
wpro,Emergency Response Operations,R.2,11775326.828291094,2014.0
wpro,Unspecified,Unspecified,433763978.63258284,2014.0
amro,Unspecified,Unspecified,919594579.2319646,2014.0
emro,Radiation Emergencies,RE,1286252.8639708706,2014.0
searo,Emergency Response Operations,R.2,27702891.540885232,2014.0
emro,"National Legislation, Policy, and Financing",P.1,20210608.978427563,2014.0
,Emergency Response Operations,R.2,36734079.49162221,2014.0
wpro,Zoonotic Disease,P.4,16703071.516506003,2014.0
wpro,Linking Public Health and Security Authorities,R.3,191260.21563963965,2014.0
euro,Radiation Emergencies,RE,3082.5938185348523,2014.0
,Unspecified,Unspecified,3424445460.3493953,2014.0
euro,Unspecified,Unspecified,241317531.85414535,2014.0
euro,Real Time Surveillance,D.2,30722082.788798362,2014.0
afro,Unspecified,Unspecified,4988045647.044327,2014.0
wpro,"National Legislation, Policy, and Financing",P.1,27245266.466219794,2014.0
wpro,Antimicrobial Resistance (AMR),P.3,19924591.648387376,2014.0
emro,Risk Communication,R.5,88461.11143812718,2014.0
afro,Immunization,P.7,1315841686.0693789,2014.0
emro,Linking Public Health and Security Authorities,R.3,285472.85264810314,2014.0
emro,Emergency Response Operations,R.2,61559082.11226385,2014.0
euro,"National Legislation, Policy, and Financing",P.1,35709241.28075258,2014.0
euro,Antimicrobial Resistance (AMR),P.3,29480455.38,2014.0
amro,Emergency Response Operations,R.2,92568744.79170132,2014.0
afro,Emergency Response Operations,R.2,482713031.7574362,2014.0
searo,Antimicrobial Resistance (AMR),P.3,80895849.02783065,2014.0
euro,Preparedness,R.1,55559.422382250494,2014.0
emro,Zoonotic Disease,P.4,10121966.271349931,2014.0
searo,"National Legislation, Policy, and Financing",P.1,49770530.63148964,2014.0
wpro,Risk Communication,R.5,5730434.432146611,2014.0
emro,National Laboratory System,D.1,38311334.49302831,2014.0
searo,Risk Communication,R.5,12002630.948330306,2014.0
emro,Chemical Events,CE,1286252.8639708706,2014.0
,Risk Communication,R.5,16815434.711452555,2014.0
amro,Medical Countermeasures and Personnel Deployment,R.4,3478312.1882062843,2014.0
afro,Chemical Events,CE,3359604.281816504,2014.0
emro,Real Time Surveillance,D.2,59490473.06052582,2014.0
afro,Point of Entry (PoE),PoE,58052025.4442779,2014.0
afro,Risk Communication,R.5,92035417.39529021,2014.0
amro,Zoonotic Disease,P.4,9244273.385129899,2014.0
searo,Point of Entry (PoE),PoE,2383713.487143526,2014.0
afro,Workforce Development,D.4,1241783795.2467072,2014.0
wpro,Radiation Emergencies,RE,18221.83996851265,2014.0
emro,Medical Countermeasures and Personnel Deployment,R.4,489970.84447436314,2014.0
afro,National Laboratory System,D.1,487587776.566455,2014.0
searo,Preparedness,R.1,10175157.029852262,2014.0
afro,Food Safety,P.5,110942395.4823089,2014.0
afro,Radiation Emergencies,RE,4641405.196689674,2014.0
amro,"National Legislation, Policy, and Financing",P.1,59394351.300017975,2014.0
,Preparedness,R.1,32362031.24562492,2014.0
amro,Preparedness,R.1,4706456.451572126,2014.0
,Point of Entry (PoE),PoE,23228890.335189905,2014.0
euro,Reporting,D.3,24295242.623939253,2014.0
,Workforce Development,D.4,765173442.3469254,2014.0
searo,Biosafety and Biosecurity,P.6,29577500,2015.0
wpro,National Laboratory System,D.1,32954210.395219162,2015.0
euro,National Laboratory System,D.1,26386133.19281566,2015.0
emro,National Laboratory System,D.1,25669007.896610472,2015.0
searo,Medical Countermeasures and Personnel Deployment,R.4,617514.2669054526,2015.0
amro,Medical Countermeasures and Personnel Deployment,R.4,1475901.0,2015.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,1581178.9129204922,2015.0
euro,Medical Countermeasures and Personnel Deployment,R.4,3561856.49,2015.0
,Medical Countermeasures and Personnel Deployment,R.4,8803921.492042502,2015.0
afro,"National Legislation, Policy, and Financing",P.1,869256044.3260492,2015.0
,"National Legislation, Policy, and Financing",P.1,459195612.5663074,2015.0
searo,"National Legislation, Policy, and Financing",P.1,103348763.20948738,2015.0
afro,Medical Countermeasures and Personnel Deployment,R.4,105960928.08799668,2015.0
euro,"National Legislation, Policy, and Financing",P.1,87541836.6714463,2015.0
amro,"National Legislation, Policy, and Financing",P.1,49988695.606713414,2015.0
wpro,"National Legislation, Policy, and Financing",P.1,30027100.33458702,2015.0
emro,"National Legislation, Policy, and Financing",P.1,14871565.432623124,2015.0
euro,Linking Public Health and Security Authorities,R.3,16661.43718823867,2015.0
emro,Linking Public Health and Security Authorities,R.3,249701.9304529773,2015.0
searo,Linking Public Health and Security Authorities,R.3,339632.57778132707,2015.0
wpro,Linking Public Health and Security Authorities,R.3,363231.343955956,2015.0
afro,Point of Entry (PoE),PoE,44521456.486547306,2015.0
amro,Point of Entry (PoE),PoE,35673422.92210518,2015.0
,Point of Entry (PoE),PoE,22383256.669672914,2015.0
,Linking Public Health and Security Authorities,R.3,1388964.6213239348,2015.0
wpro,Point of Entry (PoE),PoE,13697687.043133171,2015.0
emro,Zoonotic Disease,P.4,6153899.458219526,2015.0
afro,Linking Public Health and Security Authorities,R.3,4025807.625989591,2015.0
searo,Point of Entry (PoE),PoE,5021534.96,2015.0
euro,Point of Entry (PoE),PoE,4593530.7694254555,2015.0
amro,Linking Public Health and Security Authorities,R.3,8537804.841174657,2015.0
euro,Immunization,P.7,32904895.980784062,2015.0
emro,Point of Entry (PoE),PoE,753553.6307899604,2015.0
amro,Zoonotic Disease,P.4,5087863.803144154,2015.0
afro,Preparedness,R.1,95757205.83960888,2015.0
,Preparedness,R.1,38687076.70575574,2015.0
amro,Immunization,P.7,55033266.14568992,2015.0
searo,Preparedness,R.1,11140650.969728556,2015.0
emro,Preparedness,R.1,10849013.44605129,2015.0
wpro,Immunization,P.7,73505646.84454007,2015.0
emro,Immunization,P.7,297898748.0653536,2015.0
wpro,Preparedness,R.1,814092.9117346902,2015.0
searo,Antimicrobial Resistance (AMR),P.3,50469014.91475595,2015.0
searo,Immunization,P.7,375627883.61827695,2015.0
amro,Preparedness,R.1,329549.6951741582,2015.0
euro,Preparedness,R.1,18901.87056849285,2015.0
afro,Radiation Emergencies,RE,1706852.7639422065,2015.0
emro,Radiation Emergencies,RE,1111521.4896913643,2015.0
searo,Radiation Emergencies,RE,841556.0,2015.0
,Immunization,P.7,673760762.6024404,2015.0
afro,Real Time Surveillance,D.2,643981790.6888082,2015.0
searo,Real Time Surveillance,D.2,224537332.0060042,2015.0
amro,Real Time Surveillance,D.2,221757798.32467905,2015.0
,Real Time Surveillance,D.2,157426154.1563196,2015.0
emro,Real Time Surveillance,D.2,84944735.94318205,2015.0
wpro,Real Time Surveillance,D.2,84803928.803402,2015.0
euro,Real Time Surveillance,D.2,80720143.36743473,2015.0
afro,Immunization,P.7,1474529612.1073246,2015.0
,General IHR Implementation,General IHR,167733501.06666666,2015.0
euro,Food Safety,P.5,1560297.4800000002,2015.0
emro,Food Safety,P.5,3462556.851460251,2015.0
afro,Reporting,D.3,994061899.1475573,2015.0
euro,Zoonotic Disease,P.4,1625154.917247491,2015.0
,Reporting,D.3,382325312.4758552,2015.0
searo,Reporting,D.3,179771089.82705027,2015.0
wpro,Food Safety,P.5,10429827.89405594,2015.0
emro,Reporting,D.3,88323166.45010547,2015.0
,Food Safety,P.5,14052858.21251381,2015.0
afro,Antimicrobial Resistance (AMR),P.3,72606494.45539956,2015.0
searo,Food Safety,P.5,17051275.94448216,2015.0
euro,Antimicrobial Resistance (AMR),P.3,73969790.1,2015.0
amro,Reporting,D.3,29098220.734776173,2015.0
wpro,Reporting,D.3,23752529.37797344,2015.0
euro,Reporting,D.3,23153885.625565134,2015.0
amro,Food Safety,P.5,24264020.42773852,2015.0
afro,Food Safety,P.5,121790684.87080504,2015.0
euro,Emergency Response Operations,R.2,337810.45290828013,2015.0
afro,Risk Communication,R.5,74146566.24823233,2015.0
,Risk Communication,R.5,19038850.9,2015.0
searo,Risk Communication,R.5,11957263.371123787,2015.0
wpro,Risk Communication,R.5,9872482.79422353,2015.0
amro,Risk Communication,R.5,294010.45515588525,2015.0
emro,Risk Communication,R.5,232901.90600000002,2015.0
afro,Unspecified,Unspecified,4822430949.607444,2015.0
,Unspecified,Unspecified,2540699094.2068224,2015.0
wpro,Emergency Response Operations,R.2,8426610.00732089,2015.0
searo,Unspecified,Unspecified,824476284.206849,2015.0
emro,Unspecified,Unspecified,710932387.7779248,2015.0
amro,Unspecified,Unspecified,530022172.2461053,2015.0
wpro,Unspecified,Unspecified,399896309.90638185,2015.0
,Emergency Response Operations,R.2,44458335.19810174,2015.0
emro,Emergency Response Operations,R.2,48266609.684440315,2015.0
euro,Unspecified,Unspecified,182880633.83785105,2015.0
searo,Emergency Response Operations,R.2,52530810.40480672,2015.0
amro,Emergency Response Operations,R.2,64029632.060711496,2015.0
afro,Emergency Response Operations,R.2,478943270.4972516,2015.0
emro,Chemical Events,CE,1111521.4896913643,2015.0
afro,Chemical Events,CE,1489420.105924563,2015.0
afro,Workforce Development,D.4,939700729.9535146,2015.0
,Workforce Development,D.4,669140935.6611558,2015.0
searo,Workforce Development,D.4,142680441.9206498,2015.0
amro,Workforce Development,D.4,78346692.04027654,2015.0
emro,Workforce Development,D.4,68698641.28548132,2015.0
wpro,Workforce Development,D.4,62108303.916563176,2015.0
euro,Biosafety and Biosecurity,P.6,280899.0542305,2015.0
amro,Biosafety and Biosecurity,P.6,1212075.30535155,2015.0
,Antimicrobial Resistance (AMR),P.3,120362354.50709072,2015.0
euro,Workforce Development,D.4,21447341.956884686,2015.0
emro,Biosafety and Biosecurity,P.6,1940510.180375595,2015.0
afro,Biosafety and Biosecurity,P.6,1952727.9836807672,2015.0
,Biosafety and Biosecurity,P.6,18337999.9,2015.0
emro,Antimicrobial Resistance (AMR),P.3,6257629.778059299,2015.0
amro,Antimicrobial Resistance (AMR),P.3,6973166.789999999,2015.0
afro,Zoonotic Disease,P.4,131802095.47960362,2015.0
,Zoonotic Disease,P.4,76367614.18162192,2015.0
searo,Zoonotic Disease,P.4,21012788.608782902,2015.0
wpro,Antimicrobial Resistance (AMR),P.3,16355997.480550352,2015.0
wpro,Zoonotic Disease,P.4,14890432.985499248,2015.0
afro,National Laboratory System,D.1,637777928.8391587,2015.0
amro,National Laboratory System,D.1,208032234.90887395,2015.0
,National Laboratory System,D.1,181883179.96324962,2015.0
emro,Medical Countermeasures and Personnel Deployment,R.4,52707.453883077826,2015.0
searo,National Laboratory System,D.1,87131833.4651969,2015.0
searo,Unspecified,Unspecified,780507178.2821854,2016.0
searo,Biosafety and Biosecurity,P.6,49294242.38,2016.0
,Medical Countermeasures and Personnel Deployment,R.4,50482417.85608769,2016.0
amro,Real Time Surveillance,D.2,35868555.56930663,2016.0
wpro,Immunization,P.7,69229771.75316444,2016.0
searo,Preparedness,R.1,15280940.696179831,2016.0
euro,Antimicrobial Resistance (AMR),P.3,84423128.19999997,2016.0
amro,Immunization,P.7,41055787.72231786,2016.0
afro,Point of Entry (PoE),PoE,57703011.47705913,2016.0
amro,Reporting,D.3,27890719.062547777,2016.0
amro,Food Safety,P.5,44228564.71610064,2016.0
emro,Preparedness,R.1,9719678.38867385,2016.0
euro,Reporting,D.3,40466840.889647864,2016.0
,Chemical Events,CE,3557080.22492347,2016.0
searo,Medical Countermeasures and Personnel Deployment,R.4,6118655.325016,2016.0
euro,Workforce Development,D.4,18840156.44915228,2016.0
euro,"National Legislation, Policy, and Financing",P.1,77008515.70952858,2016.0
searo,Immunization,P.7,402110296.94843453,2016.0
afro,Immunization,P.7,1452571819.755066,2016.0
,Food Safety,P.5,57178487.322070345,2016.0
amro,Preparedness,R.1,1832573.5836511124,2016.0
afro,Workforce Development,D.4,913286440.5435976,2016.0
searo,Antimicrobial Resistance (AMR),P.3,100220302.69332522,2016.0
,Unspecified,Unspecified,3944619370.462358,2016.0
searo,National Laboratory System,D.1,90404105.03538513,2016.0
wpro,Linking Public Health and Security Authorities,R.3,924572.9387417417,2016.0
afro,Unspecified,Unspecified,4120662300.8770757,2016.0
wpro,Food Safety,P.5,18786695.601840366,2016.0
emro,Real Time Surveillance,D.2,164233398.80425724,2016.0
afro,Food Safety,P.5,163306574.74716783,2016.0
amro,Point of Entry (PoE),PoE,18802355.62238602,2016.0
searo,Real Time Surveillance,D.2,193194772.055547,2016.0
emro,Antimicrobial Resistance (AMR),P.3,4477163.343932015,2016.0
afro,General IHR Implementation,General IHR,5387.205408,2016.0
amro,Biosafety and Biosecurity,P.6,269498.3548593,2016.0
searo,Radiation Emergencies,RE,900912.5323438322,2016.0
wpro,Zoonotic Disease,P.4,11669010.041076532,2016.0
afro,National Laboratory System,D.1,705480338.9571446,2016.0
,General IHR Implementation,General IHR,168395792.88386336,2016.0
amro,Antimicrobial Resistance (AMR),P.3,10411731.89,2016.0
emro,Linking Public Health and Security Authorities,R.3,235736.3336501272,2016.0
euro,Radiation Emergencies,RE,41582.9641411267,2016.0
searo,Point of Entry (PoE),PoE,3705150.5700000003,2016.0
afro,Preparedness,R.1,92671018.51612268,2016.0
wpro,Emergency Response Operations,R.2,15674454.8455477,2016.0
afro,Linking Public Health and Security Authorities,R.3,7872478.9695079485,2016.0
